total_return,total_return_str,annualized_return,annualized_return_str,sharpe,sharpe_str,max_drawdown,max_drawdown_str,num_trades
2.146195329876431,214.62%,0.21111210457396345,21.11%,-0.2842069326017949,-0.28,-1.0273107543598212,-102.73%,
