ticker,algo,total_return,annualized_return,sharpe,max_drawdown
AAPL,DQN,14.42232396491655,0.5796113130902734,1.3579636442521075,-0.41175725838581995
TSLA,DQN,0.5985334546214063,0.45712369344026293,0.8951934914377173,-0.6046966613078976
JPM,DQN,1.9073133266618147,0.19523566412726945,0.7358539216956145,-0.4354142830519077
GS,DQN,2.8861211696625992,0.25462327567095766,0.8760488023205943,-0.4544531194015308
XOM,DQN,2.146195329876431,0.21111210457396345,-0.2842069326017949,-1.0273107543598212
