total_return,total_return_str,annualized_return,annualized_return_str,sharpe,sharpe_str,max_drawdown,max_drawdown_str,num_trades
2.8861211696625992,288.61%,0.25462327567095766,25.46%,0.8760488023205943,0.88,-0.4544531194015308,-45.45%,
