total_return,total_return_str,annualized_return,annualized_return_str,sharpe,sharpe_str,max_drawdown,max_drawdown_str,num_trades
0.5985334546214063,59.85%,0.45712369344026293,45.71%,0.8951934914377173,0.90,-0.6046966613078976,-60.47%,
