ticker,algo,total_return,annualized_return,sharpe,max_drawdown
AAPL,PPO,7.225808389541747,0.42211380745540894,1.2170113779059506,-0.3758993161966841
TSLA,PPO,0.5991450731367798,0.4575711076823814,0.8954773878386675,-0.6048999010047102
JPM,PPO,1.9073133266618147,0.19523566412726945,0.7358539216956145,-0.4354142830519077
GS,PPO,2.8861211696625992,0.25462327567095766,0.8760488023205943,-0.4544531194015308
XOM,PPO,2.146195329876431,0.21111210457396345,-0.2842069326017949,-1.0273107543598212
