total_return,total_return_str,annualized_return,annualized_return_str,sharpe,sharpe_str,max_drawdown,max_drawdown_str,num_trades
7.225808389541747,722.58%,0.42211380745540894,42.21%,1.2170113779059506,1.22,-0.3758993161966841,-37.59%,
