total_return,total_return_str,annualized_return,annualized_return_str,sharpe,sharpe_str,max_drawdown,max_drawdown_str,num_trades
14.42232396491655,1442.23%,0.5796113130902734,57.96%,1.3579636442521075,1.36,-0.41175725838581995,-41.18%,
