date,price,net_worth
2021-06-30,134.2073974609375,32947.935452193575
2021-07-01,134.51119995117188,33045.152249068575
2021-07-02,137.14712524414062,33495.89547416623
2021-07-06,139.16571044921875,34135.786984176
2021-07-07,141.66444396972656,34568.06788322385
2021-07-08,140.36123657226562,34157.55755302365
2021-07-09,142.1936492919922,34470.900128096895
2021-07-12,141.5958709716797,34283.79551383908
2021-07-13,142.71298217773438,34474.821530074434
2021-07-14,146.1524200439453,35547.92614433225
2021-07-15,145.4958953857422,35433.6908538049
2021-07-16,143.44790649414062,34792.670330733614
2021-07-19,139.58706665039062,34128.605877608614
2021-07-20,143.21270751953125,35274.30839225705
2021-07-21,142.47779846191406,35144.964398116426
2021-07-22,143.84967041015625,35579.8478057092
2021-07-23,145.5742950439453,35885.106365889864
2021-07-26,145.99562072753906,36018.24528190549
2021-07-27,143.8202362060547,35633.202221602754
2021-07-28,142.06622314453125,35075.4260680383
2021-07-29,142.71298217773438,35188.60889884885
2021-07-30,142.9285430908203,35257.157269210176
2021-08-02,142.5953826904297,35198.85419914182
2021-08-03,144.3983917236328,35772.21107170041
2021-08-04,143.99661254882812,35701.09615775998
2021-08-05,144.1044158935547,35735.37762138303
2021-08-06,143.41746520996094,35613.787350386934
2021-08-09,143.3683624267578,35598.12356254514
2021-08-10,142.88751220703125,35513.013073653536
2021-08-11,143.14268493652344,35594.668347091036
2021-08-12,146.11619567871094,36120.97974845822
2021-08-13,146.32232666015625,36186.32326957639
2021-08-16,148.30467224121094,36537.19843742307
2021-08-17,147.3920440673828,36249.72056266721
2021-08-18,143.63339233398438,35588.19785758908
2021-08-19,143.96702575683594,35694.62691947873
2021-08-20,145.4292755126953,35951.98287650998
2021-08-23,146.9209747314453,36426.34322807248
2021-08-24,146.8326416015625,36410.70826408322
2021-08-25,145.59613037109375,36017.49769279416
2021-08-26,144.7913818359375,35875.86195060666
2021-08-27,145.8316650390625,36207.712292403536
2021-08-30,150.26742553710938,36992.84190055783
2021-08-31,149.0014648,36594.06426836838
2021-09-01,149.6687774658203,36711.51129755276
2021-09-02,150.78756713867188,37062.81125482815
2021-09-03,151.42547607421875,37175.72113641995
2021-09-07,153.77093505859375,37912.1952575137
2021-09-08,152.2203826904297,37634.64638361233
2021-09-09,151.19976806640625,37313.15277704495
2021-09-10,146.1947784423828,36422.264623968775
2021-09-13,146.76394653320312,36604.398413031275
2021-09-14,145.36061096191406,36354.60468134182
2021-09-15,146.2536621,36642.1671478055
2021-09-16,146.01809692382812,36600.00098127073
2021-09-17,143.33897399902344,35737.32339948362
2021-09-20,140.27708435058594,35198.43082135862
2021-09-21,140.75796508789062,35354.71706098264
2021-09-22,143.13282775878906,35775.067753731666
2021-09-23,144.09461975097656,36084.76477521604
2021-09-24,144.1829376220703,36100.48535627073
2021-09-27,142.6618194580078,35610.6853074426
2021-09-28,139.26626586914062,35009.67232221311
2021-09-29,140.16915893554688,35303.11256879514
2021-09-30,138.8638916015625,35070.774983345924
2021-10-01,139.99249267578125,35439.827534615455
2021-10-04,136.54786682128906,34823.23950666135
2021-10-05,138.48117065429688,35463.16307538694
2021-10-06,139.3545684814453,35621.24808210081
2021-10-07,140.6205291748047,36039.0151109094
2021-10-08,140.2378387451172,35969.365452706275
2021-10-11,140.14950561523438,35940.21551984495
2021-10-12,138.8737030029297,35708.019444405494
2021-10-13,138.2849121,35512.54086463284
2021-10-14,141.08180236816406,36018.77800317053
2021-10-15,142.14170837402344,36367.48707909827
2021-10-18,143.8198699951172,36672.91249413733
2021-10-19,145.98867797851562,37382.11270470862
2021-10-20,146.47933959960938,37472.88510461096
