step,date,type,price,traded_value,allocation
1876,2017-12-08,buy,213.0329437255859,1991.9328096847262,"[0.8136081695556641, 0.06707727909088135, 0.5127320289611816, 0.6759940385818481, 0.14196524024009705]"
1877,2017-12-11,sell,212.8457946777344,9016.305024783336,"[0.5898311138153076, 0.1676904857158661, 0.557991623878479, 0.3662986159324646, 0.3728722333908081]"
1878,2017-12-12,buy,219.27032470703125,15079.082197633354,"[0.19042551517486572, 0.5339034199714661, 0.6460690498352051, 0.08233371376991272, 0.7524821758270264]"
1879,2017-12-13,buy,217.46632385253903,13633.689301078419,"[0.4194577634334564, 0.2585006356239319, 0.5947110056877136, 0.7180246710777283, 0.659605860710144]"
1880,2017-12-14,buy,217.39825439453125,5642.897954026137,"[0.6244142055511475, 0.2902136445045471, 0.43913593888282776, 0.8653723001480103, 0.5023475289344788]"
1881,2017-12-15,sell,218.8363494873047,3000.635519641489,"[0.6333858370780945, 0.4341663122177124, 0.38537704944610596, 0.7651959657669067, 0.42204582691192627]"
1882,2017-12-18,sell,221.2615203857422,17324.454968279762,"[0.22116300463676453, 0.6427741050720215, 0.5560124516487122, 0.09658831357955933, 0.7476156949996948]"
1883,2017-12-19,buy,218.24916076660156,3248.68960040167,"[0.15312519669532776, 0.6442300081253052, 0.7277623414993286, 0.03525891900062561, 0.8225363492965698]"
1884,2017-12-20,sell,217.14295959472656,3527.7050060431957,"[0.3033059537410736, 0.5770732760429382, 0.6868612766265869, 0.05992215871810913, 0.6566715240478516]"
1885,2017-12-21,buy,222.10397338867188,861.7906573670325,"[0.33596742153167725, 0.6150627732276917, 0.7574105262756348, 0.06085866689682007, 0.6573185324668884]"
1886,2017-12-22,buy,220.36805725097656,3056.7544414516838,"[0.1842988133430481, 0.6582813858985901, 0.8309916257858276, 0.05079814791679382, 0.7761373519897461]"
1887,2017-12-26,buy,219.30435180664065,19192.609756469024,"[0.7097020745277405, 0.27061307430267334, 0.7155731320381165, 0.6429385542869568, 0.21956881880760193]"
1888,2017-12-27,sell,217.79815673828125,13201.80997656361,"[0.9493021965026855, 0.018318891525268555, 0.34916722774505615, 0.9350557923316956, 0.02011093497276306]"
1889,2017-12-28,buy,218.2662353515625,4187.058057500022,"[0.9481837749481201, 0.053336769342422485, 0.517364501953125, 0.8348308801651001, 0.07969513535499573]"
1890,2017-12-29,sell,216.7855682373047,2301.4979311903526,"[0.9031925797462463, 0.09657618403434753, 0.5061854720115662, 0.698254406452179, 0.1528095304965973]"
1891,2018-01-02,sell,217.55992126464844,7653.760571781456,"[0.9210585951805115, 0.021890312433242798, 0.2593291997909546, 0.8832060694694519, 0.02176681160926819]"
1892,2018-01-03,buy,215.53468322753903,5888.099739788375,"[0.8221907615661621, 0.10668149590492249, 0.4546034634113312, 0.8590774536132812, 0.08763286471366882]"
1893,2018-01-04,buy,218.5470428466797,2910.9828295634643,"[0.9181172251701355, 0.023850828409194946, 0.5015120506286621, 0.9856657981872559, 0.017639458179473877]"
1894,2018-01-05,sell,217.43228149414065,3486.5479812831663,"[0.8037790060043335, 0.1103353500366211, 0.5135807991027832, 0.9020003080368042, 0.1131884753704071]"
1895,2018-01-08,buy,214.27532958984375,5446.779226575786,"[0.6537653207778931, 0.2651181221008301, 0.6089109182357788, 0.7927392721176147, 0.19127783179283142]"
1896,2018-01-09,sell,216.0878143310547,3144.5282719072356,"[0.5058482885360718, 0.2103797197341919, 0.5388661623001099, 0.5610154867172241, 0.2777259945869446]"
1897,2018-01-10,sell,216.41970825195312,7703.194866717569,"[0.44356584548950195, 0.2626218795776367, 0.5071856379508972, 0.2090599238872528, 0.5183781981468201]"
1898,2018-01-11,buy,217.10044860839844,6720.176276674522,"[0.32839277386665344, 0.5229711532592773, 0.5792451500892639, 0.06838163733482361, 0.6587387919425964]"
1899,2018-01-12,buy,218.7171936035156,3023.330339259105,"[0.22354751825332642, 0.5655157566070557, 0.6432886123657227, 0.03562077879905701, 0.7766113877296448]"
1900,2018-01-16,buy,219.9340362548828,1741.6771413259794,"[0.15679559111595154, 0.5948191285133362, 0.7513177394866943, 0.023224949836730957, 0.8143177032470703]"
1901,2018-01-17,sell,215.84103393554688,3168.749676557675,"[0.26284343004226685, 0.5631955862045288, 0.6166930794715881, 0.060518115758895874, 0.6909562945365906]"
1902,2018-01-18,buy,213.5605469,4284.222253047554,"[0.11764121055603027, 0.671780526638031, 0.8011023998260498, 0.01109534502029419, 0.8499889373779297]"
1903,2018-01-19,buy,217.94285583496097,847.9559525557981,"[0.1583939790725708, 0.6769016981124878, 0.8035370111465454, 0.012982338666915894, 0.8115702867507935]"
1904,2018-01-22,sell,222.53793334960935,1728.8051989007258,"[0.21334317326545715, 0.626976490020752, 0.6754571795463562, 0.033972978591918945, 0.7534902691841125]"
1905,2018-01-23,sell,221.3210906982422,4248.734411836736,"[0.2946992516517639, 0.43399322032928467, 0.6310511827468872, 0.12698209285736084, 0.6472237706184387]"
1906,2018-01-24,sell,226.07781982421875,7705.63645569649,"[0.45195966958999634, 0.25658512115478516, 0.5346654653549194, 0.2601785957813263, 0.442760705947876]"
1907,2018-01-25,buy,228.92849731445312,18102.03561623118,"[0.8505306243896484, 0.0684543251991272, 0.28773021697998047, 0.7574462294578552, 0.14879077672958374]"
1908,2018-01-26,sell,228.1711883544922,4315.055352603259,"[0.9198169112205505, 0.018697679042816162, 0.1811683177947998, 0.7470605373382568, 0.08032548427581787]"
1909,2018-01-29,buy,231.86422729492188,2476.5050935223676,"[0.9013519287109375, 0.033203065395355225, 0.3010111451148987, 0.8171882629394531, 0.08049401640892029]"
1910,2018-01-30,sell,228.85194396972656,6357.945521225766,"[0.8744428753852844, 0.012661099433898926, 0.10835543274879456, 0.5267801880836487, 0.06725358963012695]"
1911,2018-01-31,buy,227.9584045410156,4729.107668908342,"[0.7830952405929565, 0.013578146696090698, 0.11453816294670105, 0.7080264091491699, 0.016227155923843384]"
1912,2018-02-01,buy,231.6515350341797,6892.706651554156,"[0.8848320841789246, 0.05821755528450012, 0.21814364194869995, 0.5897097587585449, 0.1944771707057953]"
