date,price,net_worth
2010-07-14,7.605556011199951,10121.600331968855
2010-07-15,7.567031860351563,10303.640628828483
2010-07-16,7.520391464233398,10235.19458238077
2010-07-19,7.390384197235107,10201.840742784634
2010-07-20,7.580277919769287,10369.299662755602
2010-07-21,7.650992870330811,10273.258665839552
2010-07-22,7.794846057891846,10488.745652232079
2010-07-23,7.822530746459961,10586.898405543257
2010-07-26,7.802666187286377,10629.388598536803
2010-07-27,7.947117328643799,10646.317788752473
2010-07-28,7.853222370147705,10635.042467441997
2010-07-29,7.767459869384766,10569.197084592057
2010-07-30,7.741578102111816,10486.769536097103
2010-08-02,7.880008220672607,10722.79177475688
2010-08-03,7.882417678833008,10824.463728449817
2010-08-04,7.914012908935547,10923.581629853876
2010-08-05,7.875493049621582,10879.02693176608
2010-08-06,7.827042102813721,10780.361520965458
2010-08-09,7.876997470855713,10774.46597599386
2010-08-10,7.80657959,10648.226154186103
2010-08-11,7.529115676879883,10289.092226170398
2010-08-12,7.577265263,10319.676967281875
2010-08-13,7.496316909790039,10243.05680432258
2010-08-16,7.452379227,10264.435121566732
2010-08-17,7.582683086395264,10298.83604703552
2010-08-18,7.615785121917725,10323.781897699238
2010-08-19,7.519788265228272,10178.215730444595
2010-08-20,7.512564182281494,10232.985215215405
2010-08-23,7.397006511688232,10286.811760564296
2010-08-24,7.220358371734619,10062.472019364677
2010-08-25,7.309434891,10129.543078009065
2010-08-26,7.2308878898620605,9991.373963289605
2010-08-27,7.271214962005615,10064.114378523767
2010-08-30,7.297699928283691,9973.470050337046
2010-08-31,7.315754413604736,9993.71410232601
2010-09-01,7.533330441,10307.902111897563
2010-09-02,7.588702679,10430.51418889043
2010-09-03,7.787321568,10557.465755473115
2010-09-07,7.758430480957031,10366.150655952713
2010-09-08,7.912206649780273,10516.116859157977
2010-09-09,7.916723728179932,10592.634942312969
2010-09-10,7.926955223083496,10485.862475645263
2010-09-13,8.036190987,10721.40172153865
2010-09-14,8.066888809204102,10738.597802560875
2010-09-15,8.131893157958984,10885.894561247638
2010-09-16,8.322986602783203,10752.822386771328
2010-09-17,8.286873817443848,10541.707357504109
2010-09-20,8.523407936096191,10828.61233064885
2010-09-21,8.539656639099121,10724.024614845688
2010-09-22,8.659434319,10522.065996026775
2010-09-23,8.694643020629883,10374.695948505188
2010-09-24,8.796958923339844,10554.053513505844
2010-09-27,8.762049674987793,10557.280702992966
2010-09-28,8.632646560668945,10619.363853795237
2010-09-29,8.647997856140137,10599.008559701762
2010-09-30,8.539059639,10498.474778531374
2010-10-01,8.502040863,10596.963164079203
2010-10-04,8.385282516479492,10560.487734799597
2010-10-05,8.695246696472168,10824.253088902333
2010-10-06,8.702770233154297,10817.907386031216
2010-10-07,8.703667640686035,10787.95189078084
2010-10-08,8.849621772766113,10865.212155827332
2010-10-11,8.888442993164062,10878.601660363838
2010-10-12,8.98414135,11009.254325157859
2010-10-13,9.032290459,11006.893456868333
2010-10-14,9.097594261169434,10913.375537645235
2010-10-15,9.471657752990724,10814.967440835528
2010-10-18,9.569762229919434,10934.49483766545
2010-10-19,9.313666343688965,10791.16138739512
2010-10-20,9.344968795776367,10941.493694917704
2010-10-21,9.314567565917969,10923.312084605914
2010-10-22,9.252881050109863,10854.720485048803
2010-10-25,9.294105529785156,10842.585214458855
2010-10-26,9.270333290100098,10886.109189331142
2010-10-27,9.263711929321287,10919.721660189036
2010-10-28,9.18577003479004,10971.486679758813
2010-10-29,9.057574272155762,10891.515765149512
2010-11-01,9.153871536254885,10941.843412134973
2010-11-02,9.309757232666016,11048.704743431977
2010-11-03,9.413278579711914,11130.636008467804
2010-11-04,9.577892303466797,11798.850525476075
2010-11-05,9.543581963,11949.796157996938
2010-11-08,9.588427543640137,11908.550768627545
2010-11-09,9.51198387145996,11802.729398951082
2010-11-10,9.570666313171388,12019.646698875966
2010-11-11,9.529135704040527,11959.158935120597
2010-11-12,9.269731521606444,11758.438378507264
2010-11-15,9.239935874938965,11811.841508990006
2010-11-16,9.075929641723633,11623.938270331464
2010-11-17,9.043126106262209,11586.038982581566
2010-11-18,9.28176975250244,11808.775051660412
2010-11-19,9.23060703277588,11816.471829015858
2010-11-22,9.430130004882812,11763.692694038555
2010-11-23,9.290798187,11589.825453490059
2010-11-24,9.473465919494627,11777.70722569639
2010-11-26,9.479485511779783,11661.114075440104
2010-11-29,9.535758972167969,11701.079219092695
2010-11-30,9.363625526428224,11633.664954995616
2010-12-01,9.521614074707031,11803.801770470134
2010-12-02,9.574277877807615,11738.031519765826
2010-12-03,9.552912712097168,11673.28347284294
2010-12-06,9.634469985961914,11637.50546134017
2010-12-07,9.576083183288574,11663.886503508322
2010-12-08,9.660343170166016,11908.194171363828
2010-12-09,9.622730255126951,11930.102757956447
2010-12-10,9.646802902,12020.179367885024
2010-12-13,9.680206298828123,12011.506020233623
2010-12-14,9.638678550720217,11773.461614277434
2010-12-15,9.640785217285156,11728.523745105605
2010-12-16,9.667570114135742,11793.69320274028
2010-12-17,9.648308753967283,11772.808152054526
2010-12-20,9.696459770202637,11861.571668663113
2010-12-21,9.756345748901367,12015.858456481841
2010-12-22,9.785236358642578,12132.898530046927
2010-12-23,9.738286972045898,11924.430889263627
2010-12-27,9.770787239074709,11790.444719738683
2010-12-28,9.794564247131348,11865.769913837095
2010-12-29,9.789152145385742,12008.892999128157
2010-12-30,9.74009609222412,11845.77633440617
2010-12-31,9.706993103027344,11854.547741050901
2011-01-03,9.91794776916504,12135.02743595777
2011-01-04,9.96971035003662,12201.913868921209
