date,price,net_worth
2010-07-14,27.21473503112793,10121.600331968855
2010-07-15,27.288915634155273,10303.640628828483
2010-07-16,26.304201126098633,10235.19458238077
2010-07-19,26.33118057250977,10201.840742784634
2010-07-20,26.72911834716797,10369.299662755602
2010-07-21,25.91301155090332,10273.258665839552
2010-07-22,26.540264129638672,10488.745652232079
2010-07-23,26.864004135131836,10586.898405543257
2010-07-26,27.201234817504883,10629.388598536803
2010-07-27,27.44405174255371,10646.317788752473
2010-07-28,27.194490432739254,10635.042467441997
2010-07-29,27.120298385620117,10569.197084592057
2010-07-30,27.167509078979492,10486.769536097103
2010-08-02,28.084794998168945,10722.79177475688
2010-08-03,27.70708656311035,10824.463728449817
2010-08-04,27.848726272583008,10923.581629853876
2010-08-05,27.83523750305176,10879.02693176608
2010-08-06,27.27542495727539,10780.361520965458
2010-08-09,26.857254028320312,10774.46597599386
2010-08-10,26.418861389160156,10648.226154186103
2010-08-11,25.474597930908203,10289.092226170398
2010-08-12,25.501577377319336,10319.676967281875
2010-08-13,25.292497634887695,10243.05680432258
2010-08-16,25.42064857,10264.435121566732
2010-08-17,25.27901077270508,10298.83604703552
2010-08-18,25.55553817749023,10323.781897699238
2010-08-19,25.002470016479492,10178.215730444595
2010-08-20,25.04968834,10232.985215215405
2010-08-23,24.87432861328125,10286.811760564296
2010-08-24,24.422441482543945,10062.472019364677
2010-08-25,24.435914993286133,10129.543078009065
2010-08-26,24.03124237060547,9991.373963289605
2010-08-27,24.685476303100582,10064.114378523767
2010-08-30,24.179624557495117,9973.470050337046
2010-08-31,24.523601531982425,9993.71410232601
2010-09-01,25.45436668395996,10307.902111897563
2010-09-02,25.73764419555664,10430.51418889043
2010-09-03,26.418861389160156,10557.465755473115
2010-09-07,25.818578720092773,10366.150655952713
2010-09-08,26.385141372680664,10516.116859157977
2010-09-09,27.046112060546875,10592.634942312969
2010-09-10,26.81679344177246,10485.862475645263
2010-09-13,27.734071731567383,10721.40172153865
2010-09-14,27.464279174804688,10738.597802560875
2010-09-15,27.63964844,10885.894561247638
2010-09-16,27.646392822265625,10752.822386771328
2010-09-17,27.019140243530273,10541.707357504109
2010-09-20,27.78127098083496,10828.61233064885
2010-09-21,27.37659264,10724.024614845688
2010-09-22,26.93819808959961,10522.065996026775
2010-09-23,26.37164306640625,10374.695948505188
2010-09-24,26.810060501098633,10554.053513505844
2010-09-27,26.35816192626953,10557.280702992966
2010-09-28,26.270483016967773,10619.363853795237
2010-09-29,25.906269073486328,10599.008559701762
2010-09-30,25.67020034790039,10498.474778531374
2010-10-01,26.176063537597656,10596.963164079203
2010-10-04,26.304370880126953,10560.487734799597
2010-10-05,26.770343780517575,10824.253088902333
2010-10-06,26.945941925048828,10817.907386031216
2010-10-07,26.689306259155273,10787.95189078084
2010-10-08,26.54748916625977,10865.212155827332
2010-10-11,26.831125259399418,10878.601660363838
2010-10-12,27.283611297607425,11009.254325157859
2010-10-13,26.90540885925293,11006.893456868333
2010-10-14,26.149036407470703,10913.375537645235
2010-10-15,25.08876037597656,10814.967440835528
2010-10-18,25.797866821289062,10934.49483766545
2010-10-19,25.453441619873047,10791.16138739512
2010-10-20,25.730321884155273,10941.493694917704
2010-10-21,25.46019172668457,10923.312084605914
2010-10-22,25.46019172668457,10854.720485048803
2010-10-25,25.03472328186035,10842.585214458855
2010-10-26,25.122528076171875,10886.109189331142
2010-10-27,25.352149963378903,10919.721660189036
2010-10-28,25.331878662109375,10971.486679758813
2010-10-29,25.412927627563477,10891.515765149512
2010-11-01,25.271095275878903,10941.843412134973
2010-11-02,24.960451126098633,11048.704743431977
2010-11-03,25.47370719909668,11130.636008467804
2010-11-04,26.878402709960938,11798.850525476075
2010-11-05,27.648283004760746,11949.796157996938
2010-11-08,27.357892990112305,11908.550768627545
2010-11-09,26.945941925048828,11802.729398951082
2010-11-10,27.43218040466309,12019.646698875966
2010-11-11,27.02696990966797,11959.158935120597
2010-11-12,26.750083923339844,11758.438378507264
2010-11-15,27.067485809326172,11811.841508990006
2010-11-16,26.750083923339844,11623.938270331464
2010-11-17,26.459688186645508,11586.038982581566
2010-11-18,26.783851623535156,11808.775051660412
2010-11-19,26.61503028869629,11816.471829015858
2010-11-22,26.00720787,11763.692694038555
2010-11-23,25.412927627563477,11589.825453490059
2010-11-24,25.770845413208008,11777.70722569639
2010-11-26,25.325122833251953,11661.114075440104
2010-11-29,25.602012634277344,11701.079219092695
2010-11-30,25.25759506225586,11633.664954995616
2010-12-01,25.76409912109375,11803.801770470134
2010-12-02,26.54748916625977,11738.031519765826
2010-12-03,26.750083923339844,11673.28347284294
2010-12-06,26.945941925048828,11637.50546134017
2010-12-07,26.506967544555664,11663.886503508322
2010-12-08,27.189062118530273,11908.194171363828
2010-12-09,27.560501098632812,11930.102757956447
2010-12-10,27.979202270507812,12020.179367885024
2010-12-13,28.033214569091797,12011.506020233623
2010-12-14,27.546977996826172,11773.461614277434
2010-12-15,27.15528678894043,11728.523745105605
2010-12-16,27.020217895507812,11793.69320274028
2010-12-17,26.790613174438477,11772.808152054526
2010-12-20,26.97969627380371,11861.571668663113
2010-12-21,27.688812255859375,12015.858456481841
2010-12-22,28.47218894958496,12132.898530046927
2010-12-23,28.41817092895508,11924.430889263627
2010-12-27,28.816612243652344,11790.444719738683
2010-12-28,28.776094436645508,11865.769913837095
2010-12-29,28.60725975036621,12008.892999128157
2010-12-30,28.51946449279785,11845.77633440617
2010-12-31,28.64778709411621,11854.547741050901
2011-01-03,29.43116569519043,12135.02743595777
