Date,Close,High,Low,Open,Volume,LogReturn,MA5,MA10,MA20,RSI14
2010-01-04,6.440331459,6.455077259,6.391278972378066,6.422877172871004,493729600,,,,,
2010-01-05,6.451466083526611,6.487879368872802,6.417459939457402,6.458086826968792,601904800,0.0017273971699599908,,,,
2010-01-06,6.348848342895508,6.477047226519875,6.342227598022606,6.451467478,552160000,-0.01603397161782763,,,,
2010-01-07,6.337109565734863,6.379843052,6.291066511579937,6.372319480055896,477131200,-0.0018506730978654457,,,,
2010-01-08,6.379240513,6.379842800362581,6.291368010013893,6.328683317594562,447610800,0.006626288386248936,6.391399192831396,,,
2010-01-11,6.322966575622559,6.409936656739424,6.2730108613843925,6.403917799170273,462229600,-0.008860555516685456,6.367926216155908,,,
2010-01-12,6.251041412353516,6.3127338927434735,6.211920047406048,6.295278805728234,594459600,-0.01144041706013349,6.327841281921289,,,
2010-01-13,6.339216232299805,6.347642633,6.1421038718775645,6.255556925343339,605892000,0.0140070622972705,6.325914859802149,,,
2010-01-14,6.302503108978272,6.333499826858838,6.290164851483697,6.322967226820972,432894000,-0.005808264768897339,6.31899356845083,,,
2010-01-15,6.197175503,6.367806516336812,6.1953698453199975,6.3476433413991735,594067600,-0.016853249154711987,6.2825805664508305,6.336989879641114,,
2010-01-19,6.471326828,6.475840970783041,6.236597430330016,6.269398995820248,730007600,0.043287537149511356,6.312252616926319,6.3400894165411135,,
2010-01-20,6.371717453,6.486674406258934,6.304608403474319,6.467414465836276,612152800,-0.015512112267657188,6.336387825055615,6.332114553488452,,
2010-01-21,6.261572838,6.419263646659066,6.235692561276281,6.382248888582977,608154400,-0.017437643469654384,6.320859146195654,6.323387002998901,,
2010-01-22,5.951007843017578,6.244420251453119,5.933253020863821,6.222753172780519,881767600,-0.05087081503560738,6.250560093003516,6.284776830727173,,31.472131626140097
2010-01-25,6.111105442047119,6.1601575098820245,6.024435927073994,6.094253048,1065699600,0.026547089636244345,6.233346080812939,6.257963323631885,,38.8820416277539
2010-01-26,6.197475433349609,6.431302812541222,6.096361043026214,6.197776376209968,1867110000,0.01403434072720978,6.178575801882862,6.24541420940459,,41.8375074658972
2010-01-27,6.255857944488525,6.337110116,6.004575847197516,6.224861227692589,1722568400,0.009376274944149691,6.155403900180566,6.245895862618091,,46.92411669762254
2010-01-28,5.997350692749023,6.1842321238528175,5.979595873962765,6.167079190570686,1173502400,-0.04220047539504551,6.1025594711303714,6.211709308663012,,40.33882962602324
2010-01-29,5.779776096343994,6.0849253109659465,5.725306646729277,6.051220516,1245952400,-0.036952876229903224,6.068313121795654,6.159436607399585,,34.50048673910001
2010-02-01,5.860124111175537,5.898343037747902,5.756903156230077,5.789103227659476,749876400,0.01380583846891708,6.018116855621338,6.125731468217138,6.231360673929126,38.18007571582628
2010-02-02,5.894130706787109,5.907974075653729,5.819498900991906,5.895635822587143,698342400,0.005786277568325203,5.957447910308838,6.068011856095849,6.204050636318481,40.70531685817319
2010-02-03,5.995547294616699,6.024738350769651,5.850796990692261,5.873367303805952,615328000,0.017060015844161315,5.9053857803344725,6.03039484025752,6.181254696872985,41.11146245553567
2010-02-04,5.779476165771484,5.969667242555499,5.765030907672847,5.920313414304272,757652000,-0.03670402634062559,5.861810874938965,5.982185173034668,6.152786088016784,37.6210871037787
2010-02-05,5.882095336914063,5.898346254663203,5.743363864547432,5.796930900949433,850306800,0.017599998430343548,5.882274723052979,5.975293922424316,6.130035376575744,42.533163221739095
2010-02-08,5.841768741607666,5.954920841180448,5.838157427448201,5.889015964941626,478270800,-0.0068794305494243625,5.8786036491394045,5.948360252380371,6.103161788006128,33.22108237246566
2010-02-09,5.904063701629639,5.943486015810012,5.860728728,5.910984986476872,632886800,0.01060725911246779,5.88059024810791,5.919019079208374,6.082216644306482,37.28320304148615
2010-02-10,5.871860980987549,5.9164001110762685,5.845980705236545,5.895032771691707,370361600,-0.005469260679361117,5.85585298538208,5.880619382858276,6.063257622738183,38.93356196522481
2010-02-11,5.978695392608643,6.0111968229811845,5.839963934467913,5.864640849689512,550345600,0.0180307662586505,5.895696830749512,5.8787538528442385,6.045231580753625,50.88910155801401
2010-02-12,6.030155658721924,6.068073658294349,5.8832987465475535,5.961842829839377,655468800,0.008570442065318058,5.925308895111084,5.903791809082032,6.031614208240808,47.20557318308925
2010-02-16,6.121038436889648,6.129765378733116,6.064462380073955,6.0771015794095895,543737600,0.014958936904689434,5.98116283416748,5.929883241653442,6.02780735493529,47.36955244649673
2010-02-17,6.095458507537842,6.1484228428450285,6.044599566837009,6.144811528585121,436396800,-0.0041877744253630686,6.019441795349121,5.950016021728516,6.009013938912182,44.35262965974955
2010-02-18,6.106894016265869,6.135784131,6.046405702998772,6.067771843810248,422825200,0.0018743126874117026,6.066448402404785,5.961150693893432,5.995772767075476,54.6691538577545
2010-02-19,6.068974972,6.115018420716437,6.052122575252121,6.074693287277048,415469600,-0.006228576685897702,6.084504318283057,5.990100574516285,5.986142873775476,64.55604699020229
2010-02-22,6.031358719,6.093953629779706,5.994343951639114,6.089138946,390563600,-0.006217411045947827,6.084744930338672,6.005026912724878,5.9901604175745975,59.00603454388398
2010-02-23,5.930244445800781,6.058744239944836,5.8896183633487045,6.018719641445511,575094800,-0.01690687784201145,6.046586132120899,6.01387448314419,5.98111736776228,51.77415380060025
2010-02-24,6.038581848144531,6.062054588549697,5.953717163709801,5.965453936,460566400,0.018103756976025794,6.035210800242236,6.027326297795679,5.973172688502027,52.099872495276735
2010-02-25,6.078906059265137,6.104786338691572,5.925127891456666,5.939873688124215,665126000,0.0066555643018623755,6.02961320884209,6.048030805623438,5.964325094240857,67.63535935186576
2010-02-26,6.157753467559815,6.174304927624388,6.078908425494185,6.090343855530061,507460800,0.012887258875906384,6.047368907954053,6.065936613118555,5.972345232981397,66.70299488188223
2010-03-01,6.289261817932129,6.304609101247995,6.182730047,6.191757931846104,550093600,0.02113169158328551,6.098949527740478,6.091847229039575,5.997819519060803,74.41694796541262
2010-03-02,6.285047531,6.344632603980136,6.251643279,6.317548151216819,566546400,-0.0006703011629466046,6.169910144780323,6.108248138450611,6.0190656900520265,72.19469347017758
2010-03-03,6.2994914054870605,6.3157423177666505,6.257661960679383,6.287755439,372052800,0.0022954962279327805,6.222092056248828,6.128651428245533,6.039333724987024,75.43850491710434
2010-03-04,6.341020584106445,6.347340383199757,6.278425684,6.297987368880369,366041200,0.006570830054160166,6.27451496121709,6.152064085029591,6.056607389461512,73.36940307605374
2010-03-05,6.588993072509766,6.611563384617907,6.458988573,6.468317801402433,899620400,0.03836080965401631,6.36076288220708,6.204065895080566,6.097083234798426,78.75491631375677
2010-03-08,6.592904567718506,6.623298586880981,6.567926715680666,6.620891446,429889600,0.0005934646786522226,6.421491432164356,6.260220479952418,6.132623696338648,76.66652473570822
2010-03-09,6.711475849151611,6.771060943089277,6.557095739686336,6.569734941159027,920259200,0.017824869273484978,6.506777095794678,6.3383436202875005,6.176109051715845,81.50194100069098
2010-03-10,6.766243934631348,6.785504276995123,6.716890914495598,6.735849912217083,596218000,0.008127248202303254,6.6001276016235355,6.411109828936182,6.219218063365931,82.2869631530856
